season,team_a,team_b,seed_a,seed_b,seed_diff,round_num,resume_diff,elo_diff,b_power_diff,r_score_diff,kadj_em_diff,bart_diff,preseason_em_diff,seed_champ_pct_diff,seed_a_upset_rate_vs_seed_b,season_upsets_round,season_upsets_total,h2h_win_pct,h2h_point_diff,last10_win_pct_diff,last10_margin_diff,path_beaten_strength_diff,label
2008,Texas,Stanford,2.0,3.0,-1.0,8.0,5.0,-4.0,-1.0,0.20000000000000284,0.9151999999999987,0.007999999999999896,,0.16999999999999993,0.9473684210526316,0.0,9.0,0.5,0.0,0.10000000000000009,4.3,-1.0,1
2008,Stanford,Texas,3.0,2.0,1.0,8.0,-5.0,4.0,1.0,-0.20000000000000284,-0.9151999999999987,-0.007999999999999896,,-0.16999999999999993,0.05263157894736842,0.0,9.0,0.5,0.0,-0.10000000000000009,-4.3,1.0,0
2008,North Carolina,Louisville,1.0,3.0,-2.0,8.0,4.0,-14.0,-7.0,0.29999999999999716,4.9466,0.020999999999999908,,0.19200000000000006,0.7333333333333334,0.0,9.0,0.5,0.0,0.19999999999999996,6.0,-2.5,1
2008,Louisville,North Carolina,3.0,1.0,2.0,8.0,-4.0,14.0,7.0,-0.29999999999999716,-4.9466,-0.020999999999999908,,-0.19200000000000006,0.26666666666666666,0.0,9.0,0.5,0.0,-0.19999999999999996,-6.0,2.5,0
2008,UCLA,Xavier,1.0,3.0,-2.0,8.0,6.0,-11.0,-11.0,0.29999999999999716,8.229999999999997,0.038999999999999924,,0.19200000000000006,0.7333333333333334,0.0,9.0,0.5,0.0,0.19999999999999996,2.8000000000000007,-2.5,1
2008,Xavier,UCLA,3.0,1.0,2.0,8.0,-6.0,11.0,11.0,-0.29999999999999716,-8.229999999999997,-0.038999999999999924,,-0.19200000000000006,0.26666666666666666,0.0,9.0,0.5,0.0,-0.19999999999999996,-2.8000000000000007,2.5,0
2008,Kansas,Davidson,1.0,10.0,-9.0,8.0,127.0,-10.0,-17.0,89.7,13.4115,0.08699999999999997,,0.8640000000000001,0.8,0.0,9.0,0.5,0.0,0.0,2.299999999999997,-7.5,1
2008,Davidson,Kansas,10.0,1.0,9.0,8.0,-127.0,10.0,17.0,-89.7,-13.4115,-0.08699999999999997,,-0.8640000000000001,0.2,0.0,9.0,0.5,0.0,0.0,-2.299999999999997,7.5,0
2009,Oklahoma,Syracuse,2.0,3.0,-1.0,8.0,4.0,-3.0,-6.0,0.20000000000000284,1.5951999999999984,0.008000000000000007,,0.16999999999999993,0.9473684210526316,1.0,9.0,0.5,0.0,-0.30000000000000004,-6.699999999999999,-2.5,1
2009,Syracuse,Oklahoma,3.0,2.0,1.0,8.0,-4.0,3.0,6.0,-0.20000000000000284,-1.5951999999999984,-0.008000000000000007,,-0.16999999999999993,0.05263157894736842,1.0,9.0,0.5,0.0,0.30000000000000004,6.699999999999999,2.5,0
2009,Connecticut,Missouri,1.0,3.0,-2.0,8.0,2.0,-2.0,-6.0,0.10000000000000853,4.556099999999997,0.020000000000000018,,0.19200000000000006,0.7333333333333334,1.0,9.0,0.5,0.0,-0.10000000000000009,3.5999999999999996,-2.5,1
2009,Missouri,Connecticut,3.0,1.0,2.0,8.0,-2.0,2.0,6.0,-0.10000000000000853,-4.556099999999997,-0.020000000000000018,,-0.19200000000000006,0.26666666666666666,1.0,9.0,0.5,0.0,0.10000000000000009,-3.5999999999999996,2.5,0
2009,Villanova,Pittsburgh,3.0,1.0,2.0,8.0,-8.0,7.0,16.0,-0.29999999999999716,-7.769599999999997,-0.041999999999999926,,-0.19200000000000006,0.26666666666666666,1.0,9.0,1.0,10.0,0.0,1.5999999999999996,2.0,1
2009,Pittsburgh,Villanova,1.0,3.0,-2.0,8.0,8.0,-7.0,-16.0,0.29999999999999716,7.769599999999997,0.041999999999999926,,0.19200000000000006,0.7333333333333334,1.0,9.0,0.0,-10.0,0.0,-1.5999999999999996,-2.0,0
